Order Date,Segment,City,State,Region,Category,Sub-Category,Product Name,Sales
2017-05-22,Consumer,Passaic,New Jersey,East,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,95.1
2017-05-22,Consumer,Passaic,New Jersey,East,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,26.88
2017-05-22,Consumer,Passaic,New Jersey,East,Technology,Phones,Digium D40 VoIP phone,257.98
2016-09-25,Consumer,Los Angeles,California,West,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48
2017-10-31,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,Hon Olson Stacker Stools,492.835
2016-09-14,Consumer,North Charleston,South Carolina,South,Office Supplies,Storage,Fellowes Officeware Wire Shelving,269.49
2017-05-11,Home Office,San Jose,California,West,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,29.12
2018-03-17,Consumer,New York City,New York,East,Office Supplies,Labels,Avery 496,18.75
2018-03-17,Consumer,New York City,New York,East,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,119.7
2018-03-17,Consumer,New York City,New York,East,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",9.144
2018-03-17,Consumer,New York City,New York,East,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,57.06
2018-03-17,Consumer,New York City,New York,East,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,71.6
2018-03-17,Consumer,New York City,New York,East,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",107.44
2018-03-17,Consumer,New York City,New York,East,Office Supplies,Labels,Avery 486,7.31
2018-03-17,Consumer,New York City,New York,East,Office Supplies,Art,Lumber Crayons,59.1
2018-03-17,Consumer,New York City,New York,East,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",46.53
2018-08-15,Consumer,Plainfield,New Jersey,East,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",97.84
2016-11-07,Consumer,Seattle,Washington,West,Office Supplies,Paper,Xerox 1896,29.97
2016-11-07,Consumer,Seattle,Washington,West,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",98.352
2018-03-12,Consumer,New York City,New York,East,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,83.92
2018-03-12,Consumer,New York City,New York,East,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,14.624
2018-03-12,Consumer,New York City,New York,East,Technology,Phones,AT&T 1080 Corded phone,136.99
2018-03-12,Consumer,New York City,New York,East,Office Supplies,Labels,Avery 520,3.15
2018-04-05,Consumer,Newport News,Virginia,South,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",9.11
2018-04-05,Consumer,Newport News,Virginia,South,Office Supplies,Storage,Letter Size Cart,571.44
2018-04-05,Consumer,Newport News,Virginia,South,Office Supplies,Paper,Xerox 23,32.4
2018-04-05,Consumer,Newport News,Virginia,South,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",16.91
2017-01-22,Consumer,Fayetteville,North Carolina,South,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,14.272
2017-01-22,Consumer,Fayetteville,North Carolina,South,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",451.136
2017-01-22,Consumer,Fayetteville,North Carolina,South,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,64.864
2017-03-11,Consumer,Los Angeles,California,West,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,217.584
2017-03-11,Consumer,Los Angeles,California,West,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,82.95
2017-03-11,Consumer,Los Angeles,California,West,Office Supplies,Labels,Avery 50,87.71
2017-03-11,Consumer,Los Angeles,California,West,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1101.48
2018-04-09,Corporate,Los Angeles,California,West,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1322.352
2015-09-13,Consumer,New York City,New York,East,Office Supplies,Art,Newell 322,5.46
2018-06-19,Consumer,Dallas,Texas,Central,Office Supplies,Supplies,Fiskars Spring-Action Scissors,11.184
2018-06-19,Consumer,Dallas,Texas,Central,Office Supplies,Storage,Safco Industrial Wire Shelving,153.584
2018-12-24,Consumer,Seattle,Washington,West,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,1003.62
2018-08-28,Home Office,Seattle,Washington,West,Technology,Phones,Anker 24W Portable Micro USB Car Charger,35.168
2018-08-28,Home Office,Seattle,Washington,West,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",1137.75
2018-08-28,Home Office,Seattle,Washington,West,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,99.68
2018-08-28,Home Office,Seattle,Washington,West,Office Supplies,Art,Newell 344,5.56
2016-02-01,Corporate,Newark,Delaware,East,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",85.52
2016-02-01,Corporate,Newark,Delaware,East,Office Supplies,Art,Newell 313,9.84
2016-02-01,Corporate,Newark,Delaware,East,Office Supplies,Paper,Xerox 1959,20.04
2016-09-10,Consumer,New York City,New York,East,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,631.96
2016-09-10,Consumer,New York City,New York,East,Office Supplies,Paper,Xerox 1895,23.92
2015-12-13,Consumer,Los Angeles,California,West,Office Supplies,Paper,White GlueTop Scratch Pads,90.24
2015-11-19,Consumer,Jamestown,New York,East,Technology,Phones,Apple iPhone 5,4548.81
2017-10-09,Consumer,Houston,Texas,Central,Furniture,Tables,KI Adjustable-Height Table,300.93
2017-10-09,Consumer,Houston,Texas,Central,Technology,Phones,Polycom VVX 310 VoIP phone,719.96
2015-06-16,Consumer,Mishawaka,Indiana,Central,Furniture,Chairs,"Global Geo Office Task Chair, Gray",647.84
2016-09-26,Home Office,San Diego,California,West,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",64.17
2016-09-26,Home Office,San Diego,California,West,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,124.46
2017-05-19,Corporate,San Francisco,California,West,Office Supplies,Binders,GBC Personal VeloBind Strips,9.584
2018-06-22,Consumer,Miami,Florida,South,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",37.608
2018-06-17,Corporate,Skokie,Illinois,Central,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",12.224
2018-06-17,Corporate,Skokie,Illinois,Central,Office Supplies,Binders,Avery Durable Binders,2.304
2018-06-17,Corporate,Skokie,Illinois,Central,Office Supplies,Binders,Fellowes Binding Cases,9.36
2017-11-14,Consumer,San Francisco,California,West,Office Supplies,Labels,Avery 52,7.38
2015-07-25,Consumer,San Francisco,California,West,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",53.72
2015-07-25,Consumer,San Francisco,California,West,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,8187.65
2015-07-25,Consumer,San Francisco,California,West,Furniture,Furnishings,Staple-based wall hangings,77.92
2016-02-07,Consumer,Houston,Texas,Central,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,32.784
2018-02-03,Corporate,Los Angeles,California,West,Technology,Phones,Panasonic KX TS3282B Corded phone,196.776
2018-02-03,Corporate,Los Angeles,California,West,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,479.94
2017-11-18,Home Office,Oklahoma City,Oklahoma,Central,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92
2016-04-18,Consumer,Monroe,Louisiana,South,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,106.5
2018-02-12,Home Office,Tampa,Florida,South,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",45.66
2017-11-11,Corporate,Chicago,Illinois,Central,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,95.968
2017-11-11,Corporate,Chicago,Illinois,Central,Furniture,Chairs,Global Chrome Stack Chair,47.992
2015-05-09,Consumer,Bowling Green,Ohio,East,Office Supplies,Storage,Economy Rollaway Files,264.32
2015-11-15,Consumer,Houston,Texas,Central,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,604.656
2018-02-05,Corporate,Westfield,New Jersey,East,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,129.93
2017-10-15,Home Office,Oklahoma City,Oklahoma,Central,Office Supplies,Labels,Avery 49,20.16
2017-10-15,Home Office,Oklahoma City,Oklahoma,Central,Office Supplies,Labels,Avery 508,29.46
2017-10-15,Home Office,Oklahoma City,Oklahoma,Central,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,868.59
2017-10-15,Home Office,Oklahoma City,Oklahoma,Central,Office Supplies,Paper,Xerox 1999,12.96
2017-10-15,Home Office,Oklahoma City,Oklahoma,Central,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,5.5
2017-10-15,Home Office,Oklahoma City,Oklahoma,Central,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,121.6
2016-06-04,Consumer,Houston,Texas,Central,Office Supplies,Art,Newell 312,42.048
2016-06-04,Consumer,Houston,Texas,Central,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,25.488
2016-06-04,Consumer,Houston,Texas,Central,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,6.9
2016-06-04,Consumer,Houston,Texas,Central,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",9.648
2016-06-04,Consumer,Houston,Texas,Central,Office Supplies,Paper,Xerox 1949,7.968
2015-10-24,Home Office,Fort Lauderdale,Florida,South,Office Supplies,Paper,Xerox 210,10.368
2015-08-17,Corporate,Little Rock,Arkansas,South,Office Supplies,Paper,Xerox 1929,114.2
2015-08-17,Corporate,Little Rock,Arkansas,South,Office Supplies,Binders,Avery Non-Stick Binders,17.96
2015-08-17,Corporate,Little Rock,Arkansas,South,Office Supplies,Fasteners,Colored Push Pins,12.67
2015-08-17,Corporate,Little Rock,Arkansas,South,Technology,Accessories,Logitech Gaming G510s - Keyboard,339.96
2018-08-15,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.632
2016-06-09,Corporate,La Quinta,California,West,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,46.32
2016-01-27,Consumer,Cleveland,Ohio,East,Furniture,Chairs,High-Back Leather Manager's Chair,181.986
2016-01-27,Consumer,Cleveland,Ohio,East,Technology,Phones,Polycom VVX 310 VoIP phone,431.976
2016-01-27,Consumer,Cleveland,Ohio,East,Technology,Phones,Nortel Meridian M5316 Digital phone,155.37
2016-07-16,Corporate,San Francisco,California,West,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,1348.704
2016-07-16,Corporate,San Francisco,California,West,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,700.152
2017-04-30,Corporate,Scottsdale,Arizona,West,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,111.888
2015-09-26,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,143.952
2017-08-09,Home Office,Malden,Massachusetts,East,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",173.94
2017-08-09,Home Office,Malden,Massachusetts,East,Office Supplies,Labels,Avery 52,14.76
2018-04-16,Consumer,San Jose,California,West,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",205.92
2018-04-16,Consumer,San Jose,California,West,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,102.833
2016-08-16,Consumer,Phoenix,Arizona,West,Office Supplies,Art,Newell 346,2.304
2016-08-16,Consumer,Phoenix,Arizona,West,Technology,Phones,Samsung Galaxy S4 Mini,1879.96
2016-08-16,Consumer,Phoenix,Arizona,West,Office Supplies,Paper,Xerox 1891,313.024
2016-08-16,Consumer,Phoenix,Arizona,West,Office Supplies,Labels,Avery 488,5.04
2018-11-19,Consumer,Henderson,Kentucky,South,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88
2018-11-19,Consumer,Henderson,Kentucky,South,Office Supplies,Binders,GBC Imprintable Covers,21.96
2017-09-14,Home Office,Columbia,South Carolina,South,Office Supplies,Paper,Xerox 224,25.92
2017-08-15,Consumer,Tallahassee,Florida,South,Technology,Phones,HTC One Mini,705.544
2016-09-26,Consumer,New York City,New York,East,Technology,Accessories,Dell Slim USB Multimedia Keyboard,50.0
2017-08-10,Corporate,Houston,Texas,Central,Furniture,Furnishings,Contemporary Wood/Metal Frame,51.712
2016-03-24,Corporate,Coral Springs,Florida,South,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",6.992
2016-05-31,Consumer,Orem,Utah,West,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,1406.86
2016-05-31,Consumer,Orem,Utah,West,Office Supplies,Labels,Self-Adhesive Removable Labels,15.75
2016-05-31,Consumer,Orem,Utah,West,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1
2016-12-25,Consumer,Nashville,Tennessee,South,Office Supplies,Labels,Avery 474,9.216
2016-12-25,Consumer,Nashville,Tennessee,South,Office Supplies,Paper,Xerox 227,10.368
2016-03-17,Corporate,New York City,New York,East,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,15.02
2016-03-17,Corporate,New York City,New York,East,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",33.82
2018-12-21,Consumer,Bowling Green,Kentucky,South,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,71.0
2018-01-11,Consumer,Bellingham,Washington,West,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,25.12
2018-01-11,Consumer,Bellingham,Washington,West,Furniture,Tables,Hon 94000 Series Round Tables,2665.62
2018-07-09,Corporate,New York City,New York,East,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",478.08
2018-12-27,Corporate,Newark,Ohio,East,Technology,Phones,AT&T 1080 Corded phone,164.388
2018-12-27,Corporate,Newark,Ohio,East,Office Supplies,Art,BIC Brite Liner Highlighters,13.248
2018-07-16,Home Office,Woodstock,Illinois,Central,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",2.912
2017-12-08,Consumer,Carrollton,Texas,Central,Technology,Accessories,Logitech diNovo Edge Keyboard,1399.944
2018-09-07,Home Office,Lafayette,Indiana,Central,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,526.45
2015-11-22,Corporate,Columbus,Georgia,South,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,16.23
2015-11-22,Corporate,Columbus,Georgia,South,Office Supplies,Binders,GBC ProClick Punch Binding System,319.9
2015-11-22,Corporate,Columbus,Georgia,South,Office Supplies,Envelopes,Staple envelope,11.36
2015-11-22,Corporate,Columbus,Georgia,South,Office Supplies,Appliances,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,675.12
2015-01-26,Home Office,Alexandria,Virginia,South,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",62.82
2015-01-26,Home Office,Alexandria,Virginia,South,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",489.92
2015-01-26,Home Office,Alexandria,Virginia,South,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",19.44
2015-01-26,Home Office,Alexandria,Virginia,South,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",16.68
2015-01-26,Home Office,Alexandria,Virginia,South,Technology,Phones,Macally Suction Cup Mount,155.35
2015-01-26,Home Office,Alexandria,Virginia,South,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,12.42
2015-01-26,Home Office,Alexandria,Virginia,South,Technology,Phones,Jabra SPEAK 410,187.98
2016-03-11,Corporate,Haltom City,Texas,Central,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",6.608
2018-06-30,Consumer,New York City,New York,East,Office Supplies,Storage,Steel Personal Filing/Posting Tote,248.57
2018-06-30,Consumer,New York City,New York,East,Furniture,Furnishings,"Executive Impressions 14""",22.23
2017-05-05,Home Office,Los Angeles,California,West,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",5.98
2017-05-05,Home Office,Los Angeles,California,West,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,246.168
2017-08-09,Consumer,Wheeling,Illinois,Central,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",14.136
2017-08-09,Consumer,Wheeling,Illinois,Central,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,601.47
2018-11-24,Corporate,Summerville,South Carolina,South,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,79.1
2018-11-24,Corporate,Summerville,South Carolina,South,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",327.84
2018-05-13,Corporate,Columbus,Indiana,Central,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,180.96
2018-05-13,Corporate,Columbus,Indiana,Central,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,914.97
2018-05-13,Corporate,Columbus,Indiana,Central,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,587.97
2018-05-13,Corporate,Columbus,Indiana,Central,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,530.34
2018-05-13,Corporate,Columbus,Indiana,Central,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),14.94
2018-04-23,Consumer,New York City,New York,East,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,121.94
2018-04-23,Consumer,New York City,New York,East,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",122.71
2017-04-06,Consumer,New York City,New York,East,Office Supplies,Paper,Easy-staple paper,14.94
2017-04-06,Consumer,New York City,New York,East,Technology,Machines,Panasonic KX MC6040 Color Laser Multifunction Printer,1349.85
2017-04-06,Consumer,New York City,New York,East,Furniture,Bookcases,Sauder Inglewood Library Bookcases,136.784
